iso_code,country,year,wash_access
,Least Developed Countries,2002,25.974535
,Least Developed Countries,2003,26.378313
,Least Developed Countries,2004,26.823345
,Least Developed Countries,2005,27.478733
,Least Developed Countries,2006,27.979609
,Least Developed Countries,2007,28.506807
,Least Developed Countries,2008,29.062414
,Least Developed Countries,2009,29.62076
,Least Developed Countries,2010,30.20173
,Least Developed Countries,2011,30.532366
,Least Developed Countries,2012,31.175657
,Least Developed Countries,2013,31.82203
,Least Developed Countries,2014,32.48746
,Least Developed Countries,2015,33.17219
,Least Developed Countries,2016,33.856617
,Least Developed Countries,2017,34.5517
,Least Developed Countries,2018,35.244614
,Least Developed Countries,2019,35.936405
,Least Developed Countries,2020,36.574085
,Least Developed Countries,2021,37.22505
,Least Developed Countries,2022,37.47478
LBN,Lebanon,2000,43.4791
LBN,Lebanon,2001,43.70599
LBN,Lebanon,2002,43.93288
LBN,Lebanon,2003,44.159767
LBN,Lebanon,2004,44.386658
LBN,Lebanon,2005,44.61355
LBN,Lebanon,2006,44.84044
LBN,Lebanon,2007,45.06733
LBN,Lebanon,2008,45.294216
LBN,Lebanon,2009,45.521107
LBN,Lebanon,2010,45.747997
LBN,Lebanon,2011,45.974888
LBN,Lebanon,2012,46.20178
LBN,Lebanon,2013,46.42867
LBN,Lebanon,2014,46.655556
LBN,Lebanon,2015,46.882446
LBN,Lebanon,2016,47.109337
LBN,Lebanon,2017,47.336227
LBN,Lebanon,2018,47.563118
LBN,Lebanon,2019,47.7
LBN,Lebanon,2020,47.7
LBN,Lebanon,2021,47.7
LBN,Lebanon,2022,47.7
LSO,Lesotho,2000,8.852616
LSO,Lesotho,2001,9.720051
LSO,Lesotho,2002,10.610427
LSO,Lesotho,2003,11.523815
LSO,Lesotho,2004,12.461596
LSO,Lesotho,2005,13.422447
LSO,Lesotho,2006,14.40821
LSO,Lesotho,2007,15.370616
LSO,Lesotho,2008,16.35462
LSO,Lesotho,2009,17.359028
LSO,Lesotho,2010,18.38572
LSO,Lesotho,2011,19.434523
LSO,Lesotho,2012,20.382807
LSO,Lesotho,2013,21.230095
LSO,Lesotho,2014,22.089243
LSO,Lesotho,2015,22.960941
LSO,Lesotho,2016,23.84412
LSO,Lesotho,2017,24.73947
LSO,Lesotho,2018,25.650785
LSO,Lesotho,2019,26.577694
LSO,Lesotho,2020,27.521683
LSO,Lesotho,2021,27.865732
LSO,Lesotho,2022,28.217487
LIE,Liechtenstein,2000,100
LIE,Liechtenstein,2001,100
LIE,Liechtenstein,2002,100
LIE,Liechtenstein,2003,100
LIE,Liechtenstein,2004,100
LIE,Liechtenstein,2005,100
LIE,Liechtenstein,2006,100
LIE,Liechtenstein,2007,100
LIE,Liechtenstein,2008,100
LIE,Liechtenstein,2009,100
LIE,Liechtenstein,2010,100
LIE,Liechtenstein,2011,100
LIE,Liechtenstein,2012,100
LIE,Liechtenstein,2013,100
LIE,Liechtenstein,2014,100
LIE,Liechtenstein,2015,100
LIE,Liechtenstein,2016,100
LIE,Liechtenstein,2017,100
LIE,Liechtenstein,2018,100
LIE,Liechtenstein,2019,100
LIE,Liechtenstein,2020,100
LIE,Liechtenstein,2021,100
LIE,Liechtenstein,2022,100
LTU,Lithuania,2000,68.38195
LTU,Lithuania,2001,68.72295
LTU,Lithuania,2002,69.061226
LTU,Lithuania,2003,69.40066
LTU,Lithuania,2004,71.213745
LTU,Lithuania,2005,73.05331
LTU,Lithuania,2006,74.91872
LTU,Lithuania,2007,76.798454
LTU,Lithuania,2008,78.69247
LTU,Lithuania,2009,80.59157
LTU,Lithuania,2010,82.49667
LTU,Lithuania,2011,84.425
LTU,Lithuania,2012,86.38264
LTU,Lithuania,2013,88.35362
LTU,Lithuania,2014,90.337975
LTU,Lithuania,2015,92.335594
LTU,Lithuania,2016,93.99288
LTU,Lithuania,2017,94.44231
LTU,Lithuania,2018,94.87325
LTU,Lithuania,2019,94.897484
LTU,Lithuania,2020,94.92379
LTU,Lithuania,2021,94.95175
LTU,Lithuania,2022,94.9815
,Low-income countries,2000,18.910685
,Low-income countries,2001,19.0477
,Low-income countries,2002,19.27861
,Low-income countries,2003,19.562933
,Low-income countries,2004,19.86468
,Low-income countries,2005,20.22457
,Low-income countries,2006,20.660246
,Low-income countries,2007,21.137
,Low-income countries,2008,21.613146
,Low-income countries,2009,22.052393
,Low-income countries,2010,22.526253
,Low-income countries,2011,22.582184
,Low-income countries,2012,23.005394
,Low-income countries,2013,23.349354
,Low-income countries,2014,23.71102
,Low-income countries,2015,24.181213
,Low-income countries,2016,24.738857
,Low-income countries,2017,25.32075
,Low-income countries,2018,25.993237
,Low-income countries,2019,26.710714
,Low-income countries,2020,27.416277
,Low-income countries,2021,28.091015
,Low-income countries,2022,28.60295
,Lower-middle-income countries,2000,44.099976
,Lower-middle-income countries,2001,44.848804
,Lower-middle-income countries,2002,45.613716
,Lower-middle-income countries,2003,46.385525
,Lower-middle-income countries,2004,47.23977
,Lower-middle-income countries,2005,48.152622
,Lower-middle-income countries,2006,49.07581
,Lower-middle-income countries,2007,50.01147
,Lower-middle-income countries,2008,50.473103
,Lower-middle-income countries,2009,51.485176
,Lower-middle-income countries,2010,52.500965
,Lower-middle-income countries,2011,53.519154
,Lower-middle-income countries,2012,54.604168
,Lower-middle-income countries,2013,55.68802
,Lower-middle-income countries,2014,56.76385
,Lower-middle-income countries,2015,57.743202
,Lower-middle-income countries,2016,58.70042
,Lower-middle-income countries,2017,59.64121
,Lower-middle-income countries,2018,60.564716
,Lower-middle-income countries,2019,61.460613
,Lower-middle-income countries,2020,62.322414
,Lower-middle-income countries,2021,63.173508
,Lower-middle-income countries,2022,63.799328
LUX,Luxembourg,2000,99.831566
LUX,Luxembourg,2001,99.830315
LUX,Luxembourg,2002,99.8294
LUX,Luxembourg,2003,99.828514
LUX,Luxembourg,2004,99.82765
LUX,Luxembourg,2005,99.826805
LUX,Luxembourg,2006,99.82598
LUX,Luxembourg,2007,99.82518
LUX,Luxembourg,2008,99.8244
LUX,Luxembourg,2009,99.82365
LUX,Luxembourg,2010,99.82291
LUX,Luxembourg,2011,99.82219
LUX,Luxembourg,2012,99.77649
LUX,Luxembourg,2013,99.72375
LUX,Luxembourg,2014,99.67429
LUX,Luxembourg,2015,99.62786
LUX,Luxembourg,2016,99.58425
LUX,Luxembourg,2017,99.54323
LUX,Luxembourg,2018,99.5046
LUX,Luxembourg,2019,99.51253
LUX,Luxembourg,2020,99.520065
LUX,Luxembourg,2021,99.52723
LUX,Luxembourg,2022,99.53408
MAC,Macao,2000,99.97121
MAC,Macao,2001,99.97121
MAC,Macao,2002,99.97121
MAC,Macao,2003,99.97121
MAC,Macao,2004,99.97336
MAC,Macao,2005,99.9755
MAC,Macao,2006,99.97765
MAC,Macao,2007,99.9798
MAC,Macao,2008,99.98195
MAC,Macao,2009,99.98409
MAC,Macao,2010,99.986244
MAC,Macao,2011,99.98839
MAC,Macao,2012,99.99054
MAC,Macao,2013,99.99268
MAC,Macao,2014,99.994835
MAC,Macao,2015,99.99698
MAC,Macao,2016,99.99913
MAC,Macao,2017,100
MAC,Macao,2018,100
MAC,Macao,2019,100
MAC,Macao,2020,100
MAC,Macao,2021,100
MAC,Macao,2022,100
MDG,Madagascar,2000,6.934228
MDG,Madagascar,2001,7.488781
MDG,Madagascar,2002,8.0596895
MDG,Madagascar,2003,8.646787
MDG,Madagascar,2004,9.250258
MDG,Madagascar,2005,9.932615
MDG,Madagascar,2006,10.6359
MDG,Madagascar,2007,11.359994
MDG,Madagascar,2008,12.105384
MDG,Madagascar,2009,12.87111
MDG,Madagascar,2010,13.657627
MDG,Madagascar,2011,14.4647665
MDG,Madagascar,2012,15.292566
MDG,Madagascar,2013,16.140831
MDG,Madagascar,2014,16.763008
MDG,Madagascar,2015,17.386236
MDG,Madagascar,2016,18.02669
MDG,Madagascar,2017,18.684448
MDG,Madagascar,2018,19.359823
MDG,Madagascar,2019,20.052565
MDG,Madagascar,2020,20.763533
MDG,Madagascar,2021,21.492128
MDG,Madagascar,2022,22.239223
MWI,Malawi,2000,6.930723
MWI,Malawi,2001,7.3010607
MWI,Malawi,2002,7.680516
MWI,Malawi,2003,8.069427
MWI,Malawi,2004,8.467421
MWI,Malawi,2005,8.8748455
MWI,Malawi,2006,9.291318
MWI,Malawi,2007,9.717193
MWI,Malawi,2008,10.152081
MWI,Malawi,2009,10.600551
MWI,Malawi,2010,11.062706
MWI,Malawi,2011,11.539038
MWI,Malawi,2012,12.029254
MWI,Malawi,2013,12.534236
MWI,Malawi,2014,13.053286
MWI,Malawi,2015,13.587684
MWI,Malawi,2016,14.136313
MWI,Malawi,2017,14.700463
MWI,Malawi,2018,15.280214
MWI,Malawi,2019,15.87523
MWI,Malawi,2020,16.486404
MWI,Malawi,2021,17.113388
MWI,Malawi,2022,17.75708
MYS,Malaysia,2000,92.5773
MYS,Malaysia,2001,92.69727
MYS,Malaysia,2002,92.76328
MYS,Malaysia,2003,92.83031
MYS,Malaysia,2004,92.89831
MYS,Malaysia,2005,92.96671
MYS,Malaysia,2006,93.03588
MYS,Malaysia,2007,93.10563
MYS,Malaysia,2008,93.17592
MYS,Malaysia,2009,93.24629
MYS,Malaysia,2010,93.31696
MYS,Malaysia,2011,93.37021
MYS,Malaysia,2012,93.420815
MYS,Malaysia,2013,93.4715
MYS,Malaysia,2014,93.52267
MYS,Malaysia,2015,93.57384
MYS,Malaysia,2016,93.625275
MYS,Malaysia,2017,93.67532
MYS,Malaysia,2018,93.724205
MYS,Malaysia,2019,93.771866
MYS,Malaysia,2020,93.81822
MYS,Malaysia,2021,93.863365
MYS,Malaysia,2022,93.94192
MLT,Malta,2000,100
MLT,Malta,2001,100
MLT,Malta,2002,100
MLT,Malta,2003,100
MLT,Malta,2004,100
MLT,Malta,2005,100
MLT,Malta,2006,100
MLT,Malta,2007,100
MLT,Malta,2008,100
MLT,Malta,2009,100
MLT,Malta,2010,99.984024
MLT,Malta,2011,99.966385
MLT,Malta,2012,99.94875
MLT,Malta,2013,99.93112
MLT,Malta,2014,99.91349
MLT,Malta,2015,99.89585
MLT,Malta,2016,99.87822
MLT,Malta,2017,99.86059
MLT,Malta,2018,99.84295
MLT,Malta,2019,99.82532
MLT,Malta,2020,99.807686
MLT,Malta,2021,99.79005
MLT,Malta,2022,99.772415
MTQ,Martinique,2000,99.324455
MTQ,Martinique,2001,99.324455
MTQ,Martinique,2002,99.324455
MTQ,Martinique,2003,99.324455
MTQ,Martinique,2004,99.324455
MTQ,Martinique,2005,99.324455
MTQ,Martinique,2006,99.32159
MTQ,Martinique,2007,99.318726
MTQ,Martinique,2008,99.28191
MTQ,Martinique,2009,99.24511
MTQ,Martinique,2010,99.2083
MTQ,Martinique,2011,99.1715
MTQ,Martinique,2012,99.1347
MTQ,Martinique,2013,99.09789
MTQ,Martinique,2014,99.0611
MTQ,Martinique,2015,99.0243
MTQ,Martinique,2016,98.9875
MTQ,Martinique,2017,98.950714
MTQ,Martinique,2018,98.913925
MTQ,Martinique,2019,98.87714
MTQ,Martinique,2020,98.84035
MTQ,Martinique,2021,98.803566
MTQ,Martinique,2022,98.76963
MYT,Mayotte,2006,79.365685
MYT,Mayotte,2007,79.365685
MYT,Mayotte,2008,79.365685
MYT,Mayotte,2009,79.1273
MYT,Mayotte,2010,79.1273
MYT,Mayotte,2011,81.47008
MYT,Mayotte,2012,83.81269
MYT,Mayotte,2013,86.11317
MYT,Mayotte,2014,88.35107
MYT,Mayotte,2015,90.58332
MYT,Mayotte,2016,92.80995
MYT,Mayotte,2017,94.31672
MYT,Mayotte,2018,93.87686
MYT,Mayotte,2019,93.4378
MYT,Mayotte,2020,93.112236
MYT,Mayotte,2021,92.786674
MYT,Mayotte,2022,92.461105
MEX,Mexico,2000,39.592655
MEX,Mexico,2001,39.776936
MEX,Mexico,2002,39.95924
MEX,Mexico,2003,40.139606
MEX,Mexico,2004,40.318104
MEX,Mexico,2005,40.494644
MEX,Mexico,2006,40.66932
MEX,Mexico,2007,40.842094
MEX,Mexico,2008,41.0131
MEX,Mexico,2009,41.182266
MEX,Mexico,2010,41.349667
MEX,Mexico,2011,41.515476
MEX,Mexico,2012,41.679592
MEX,Mexico,2013,41.842083
MEX,Mexico,2014,42.00296
MEX,Mexico,2015,42.162163
MEX,Mexico,2016,42.31976
MEX,Mexico,2017,42.4757
MEX,Mexico,2018,42.630024
MEX,Mexico,2019,42.782745
MEX,Mexico,2020,42.8921
MEX,Mexico,2021,42.96604
MEX,Mexico,2022,43.03788
MDA,Moldova,2000,40.353283
MDA,Moldova,2001,42.261364
MDA,Moldova,2002,44.215874
MDA,Moldova,2003,46.217403
MDA,Moldova,2004,48.26705
MDA,Moldova,2005,50.455475
MDA,Moldova,2006,52.77063
MDA,Moldova,2007,55.117805
MDA,Moldova,2008,57.49706
MDA,Moldova,2009,59.90842
MDA,Moldova,2010,62.351955
MDA,Moldova,2011,64.82769
MDA,Moldova,2012,67.335686
MDA,Moldova,2013,69.875984
MDA,Moldova,2014,72.44862
MDA,Moldova,2015,72.773735
MDA,Moldova,2016,73.10594
MDA,Moldova,2017,73.44444
MDA,Moldova,2018,73.789215
MDA,Moldova,2019,74.139725
MDA,Moldova,2020,74.49594
MDA,Moldova,2021,74.857574
MDA,Moldova,2022,75.22434
MCO,Monaco,2000,100
MCO,Monaco,2001,100
MCO,Monaco,2002,100
MCO,Monaco,2003,100
MCO,Monaco,2004,100
MCO,Monaco,2005,100
MCO,Monaco,2006,100
MCO,Monaco,2007,100
MCO,Monaco,2008,100
MCO,Monaco,2009,100
MCO,Monaco,2010,100
MCO,Monaco,2011,100
MCO,Monaco,2012,100
MCO,Monaco,2013,100
MCO,Monaco,2014,100
MCO,Monaco,2015,100
MCO,Monaco,2016,100
MCO,Monaco,2017,100
MCO,Monaco,2018,100
MCO,Monaco,2019,100
MCO,Monaco,2020,100
MCO,Monaco,2021,100
MCO,Monaco,2022,100
MNG,Mongolia,2000,18.255875
MNG,Mongolia,2001,19.215406
MNG,Mongolia,2002,20.196634
MNG,Mongolia,2003,21.19854
MNG,Mongolia,2004,22.220083
MNG,Mongolia,2005,23.258907
MNG,Mongolia,2006,24.315554
MNG,Mongolia,2007,25.388634
MNG,Mongolia,2008,26.477415
MNG,Mongolia,2009,27.57911
MNG,Mongolia,2010,28.695032
MNG,Mongolia,2011,29.620155
MNG,Mongolia,2012,30.440584
MNG,Mongolia,2013,31.271063
MNG,Mongolia,2014,32.11119
MNG,Mongolia,2015,32.96165
MNG,Mongolia,2016,33.822056
MNG,Mongolia,2017,34.691986
MNG,Mongolia,2018,35.577793
MNG,Mongolia,2019,36.479572
MNG,Mongolia,2020,37.39738
MNG,Mongolia,2021,38.330517
MNG,Mongolia,2022,39.280155
MNE,Montenegro,2006,83.86928
MNE,Montenegro,2007,83.9874
MNE,Montenegro,2008,84.07976
MNE,Montenegro,2009,84.17143
MNE,Montenegro,2010,84.26259
MNE,Montenegro,2011,84.353294
MNE,Montenegro,2012,84.44356
MNE,Montenegro,2013,84.53345
MNE,Montenegro,2014,84.62296
MNE,Montenegro,2015,84.712105
MNE,Montenegro,2016,84.8008
MNE,Montenegro,2017,84.88911
MNE,Montenegro,2018,84.953575
MNE,Montenegro,2019,85.01322
MNE,Montenegro,2020,85.0722
MNE,Montenegro,2021,85.09556
MNE,Montenegro,2022,85.11892
MAR,Morocco,2000,41.516567
MAR,Morocco,2001,41.95547
MAR,Morocco,2002,42.393078
MAR,Morocco,2003,42.828274
MAR,Morocco,2004,43.261616
MAR,Morocco,2005,43.805397
MAR,Morocco,2006,44.36928
MAR,Morocco,2007,44.92939
MAR,Morocco,2008,47.73959
MAR,Morocco,2009,50.60236
MAR,Morocco,2010,53.51767
MAR,Morocco,2011,56.482193
MAR,Morocco,2012,59.49482
MAR,Morocco,2013,62.553364
MAR,Morocco,2014,65.65674
MAR,Morocco,2015,68.28291
MAR,Morocco,2016,69.90109
MAR,Morocco,2017,71.52532
MAR,Morocco,2018,73.15412
MAR,Morocco,2019,73.584076
MAR,Morocco,2020,73.91218
MAR,Morocco,2021,74.59271
MAR,Morocco,2022,74.824196
MMR,Myanmar,2000,27.514257
MMR,Myanmar,2001,28.961226
MMR,Myanmar,2002,30.434303
MMR,Myanmar,2003,31.933739
MMR,Myanmar,2004,33.459457
MMR,Myanmar,2005,35.011383
MMR,Myanmar,2006,36.589092
MMR,Myanmar,2007,38.19285
MMR,Myanmar,2008,39.822567
MMR,Myanmar,2009,41.477825
MMR,Myanmar,2010,43.159233
MMR,Myanmar,2011,44.668446
MMR,Myanmar,2012,45.984425
MMR,Myanmar,2013,47.316082
MMR,Myanmar,2014,48.66386
MMR,Myanmar,2015,50.031273
MMR,Myanmar,2016,51.417805
MMR,Myanmar,2017,52.822575
MMR,Myanmar,2018,54.24494
MMR,Myanmar,2019,55.683693
MMR,Myanmar,2020,56.771027
MMR,Myanmar,2021,57.325474
MMR,Myanmar,2022,57.3965
NPL,Nepal,2000,26.741066
NPL,Nepal,2001,27.037687
NPL,Nepal,2002,27.299574
NPL,Nepal,2003,27.560543
NPL,Nepal,2004,27.82055
NPL,Nepal,2005,28.07956
NPL,Nepal,2006,28.337532
NPL,Nepal,2007,28.594538
NPL,Nepal,2008,28.850422
NPL,Nepal,2009,29.105146
NPL,Nepal,2010,29.358671
NPL,Nepal,2011,29.61106
NPL,Nepal,2012,29.862654
NPL,Nepal,2013,28.432566
NPL,Nepal,2014,26.976387
NPL,Nepal,2015,25.494219
NPL,Nepal,2016,23.986555
NPL,Nepal,2017,22.453627
NPL,Nepal,2018,20.895864
NPL,Nepal,2019,19.313541
NPL,Nepal,2020,17.707117
NPL,Nepal,2021,16.0769
NPL,Nepal,2022,16.116636
NLD,Netherlands,2000,99.99387
NLD,Netherlands,2001,99.99269
NLD,Netherlands,2002,99.99151
NLD,Netherlands,2003,99.99033
NLD,Netherlands,2004,99.98915
NLD,Netherlands,2005,99.98797
NLD,Netherlands,2006,99.986786
NLD,Netherlands,2007,99.98561
NLD,Netherlands,2008,99.98443
NLD,Netherlands,2009,99.983246
NLD,Netherlands,2010,99.98206
NLD,Netherlands,2011,99.98088
NLD,Netherlands,2012,99.979706
NLD,Netherlands,2013,99.97852
NLD,Netherlands,2014,99.97734
NLD,Netherlands,2015,99.97616
NLD,Netherlands,2016,99.974976
NLD,Netherlands,2017,99.9738
NLD,Netherlands,2018,99.97262
NLD,Netherlands,2019,99.971436
NLD,Netherlands,2020,99.97026
NLD,Netherlands,2021,99.96908
NLD,Netherlands,2022,99.96789
NCL,New Caledonia,2000,87.04396
NCL,New Caledonia,2001,87.04396
NCL,New Caledonia,2002,87.04396
NCL,New Caledonia,2003,87.70611
NCL,New Caledonia,2004,88.37045
NCL,New Caledonia,2005,89.036995
NCL,New Caledonia,2006,89.705734
NCL,New Caledonia,2007,90.37666
NCL,New Caledonia,2008,91.04979
NCL,New Caledonia,2009,91.72511
NCL,New Caledonia,2010,92.40263
NCL,New Caledonia,2011,93.08235
NCL,New Caledonia,2012,93.76426
NCL,New Caledonia,2013,94.448364
NCL,New Caledonia,2014,95.134674
NCL,New Caledonia,2015,95.50278
NCL,New Caledonia,2016,95.72986
NCL,New Caledonia,2017,95.95695
NCL,New Caledonia,2018,96.18403
NCL,New Caledonia,2019,96.41112
NCL,New Caledonia,2020,96.6382
NCL,New Caledonia,2021,96.86529
NCL,New Caledonia,2022,96.86529
NZL,New Zealand,2000,84.39357
NZL,New Zealand,2001,84.39357
NZL,New Zealand,2002,84.39357
NZL,New Zealand,2003,84.39357
NZL,New Zealand,2004,84.39357
NZL,New Zealand,2005,84.39357
NZL,New Zealand,2006,85.37428
NZL,New Zealand,2007,86.355
NZL,New Zealand,2008,87.33571
NZL,New Zealand,2009,88.31643
NZL,New Zealand,2010,89.29714
NZL,New Zealand,2011,90.27786
NZL,New Zealand,2012,91.258575
NZL,New Zealand,2013,92.23929
NZL,New Zealand,2014,93.22
NZL,New Zealand,2015,94.200714
NZL,New Zealand,2016,95.18143
NZL,New Zealand,2017,96.16215
NZL,New Zealand,2018,97.14286
NZL,New Zealand,2019,98.12357
NZL,New Zealand,2020,99.10429
NZL,New Zealand,2021,100
NZL,New Zealand,2022,100
NIC,Nicaragua,2000,47.849022
NIC,Nicaragua,2001,47.949993
NIC,Nicaragua,2002,48.051052
NIC,Nicaragua,2003,48.152588
NIC,Nicaragua,2004,48.2546
NIC,Nicaragua,2005,48.358696
NIC,Nicaragua,2006,48.481026
NIC,Nicaragua,2007,48.60358
NIC,Nicaragua,2008,49.635544
NIC,Nicaragua,2009,50.656265
NIC,Nicaragua,2010,51.666187
NIC,Nicaragua,2011,52.665356
NIC,Nicaragua,2012,53.653816
NIC,Nicaragua,2013,54.63162
NIC,Nicaragua,2014,55.080795
NIC,Nicaragua,2015,55.167545
NIC,Nicaragua,2016,55.25507
NIC,Nicaragua,2017,55.310844
NIC,Nicaragua,2018,55.374985
NIC,Nicaragua,2019,55.443436
NIC,Nicaragua,2020,55.51592
NGA,Nigeria,2000,12.600809
NGA,Nigeria,2001,12.965819
NGA,Nigeria,2002,13.777433
NGA,Nigeria,2003,14.61391
NGA,Nigeria,2004,15.4754925
NGA,Nigeria,2005,16.362274
NGA,Nigeria,2006,17.274704
NGA,Nigeria,2007,18.213123
NGA,Nigeria,2008,19.177872
NGA,Nigeria,2009,20.16865
NGA,Nigeria,2010,21.18622
NGA,Nigeria,2011,22.228798
NGA,Nigeria,2012,23.201637
NGA,Nigeria,2013,23.791672
NGA,Nigeria,2014,24.37981
NGA,Nigeria,2015,24.965881
NGA,Nigeria,2016,25.549215
NGA,Nigeria,2017,26.130014
NGA,Nigeria,2018,26.707813
NGA,Nigeria,2019,27.282337
NGA,Nigeria,2020,27.85349
NGA,Nigeria,2021,28.42103
NGA,Nigeria,2022,28.984884
NIU,Niue,2000,98.25068
NIU,Niue,2001,98.25068
NIU,Niue,2002,98.25068
NIU,Niue,2003,98.25068
NIU,Niue,2004,98.25068
NIU,Niue,2005,98.103355
NIU,Niue,2006,97.956024
NIU,Niue,2007,97.8087
NIU,Niue,2008,97.66137
NIU,Niue,2009,97.514046
NIU,Niue,2010,97.366714
NIU,Niue,2011,97.11403
NIU,Niue,2012,96.664246
NIU,Niue,2013,96.215385
NIU,Niue,2014,95.76744
NIU,Niue,2015,95.32041
NIU,Niue,2016,94.874306
NIU,Niue,2017,94.429115
NIU,Niue,2018,93.98485
NIU,Niue,2019,93.5415
NIU,Niue,2020,93.5415
NIU,Niue,2021,93.5415
NIU,Niue,2022,93.5415
PRK,North Korea,2000,68.99947
PRK,North Korea,2001,69.01835
PRK,North Korea,2002,69.03723
PRK,North Korea,2003,69.05587
PRK,North Korea,2004,69.036316
PRK,North Korea,2005,68.8284
PRK,North Korea,2006,68.62117
PRK,North Korea,2007,68.41413
PRK,North Korea,2008,68.20753
PRK,North Korea,2009,68.020874
PRK,North Korea,2010,67.842
PRK,North Korea,2011,67.66362
PRK,North Korea,2012,67.48652
PRK,North Korea,2013,67.31016
PRK,North Korea,2014,67.1348
PRK,North Korea,2015,66.96019
PRK,North Korea,2016,66.79067
PRK,North Korea,2017,66.625824
PRK,North Korea,2018,66.46603
PRK,North Korea,2019,66.31141
PRK,North Korea,2020,66.3809
PRK,North Korea,2021,66.45432
PRK,North Korea,2022,66.5314
MKD,North Macedonia,2000,80.47444
MKD,North Macedonia,2001,80.45274
MKD,North Macedonia,2002,80.43104
MKD,North Macedonia,2003,80.409325
MKD,North Macedonia,2004,80.38752
MKD,North Macedonia,2005,80.37092
MKD,North Macedonia,2006,80.357506
MKD,North Macedonia,2007,80.347275
MKD,North Macedonia,2008,80.34019
MKD,North Macedonia,2009,80.33632
MKD,North Macedonia,2010,80.335556
MKD,North Macedonia,2011,80.33797
MKD,North Macedonia,2012,80.34343
MKD,North Macedonia,2013,80.35201
MKD,North Macedonia,2014,80.36369
MKD,North Macedonia,2015,80.37824
MKD,North Macedonia,2016,80.39584
MKD,North Macedonia,2017,80.41637
MKD,North Macedonia,2018,80.32379
MKD,North Macedonia,2019,80.35073
MKD,North Macedonia,2020,80.3805
MKD,North Macedonia,2021,80.413185
MKD,North Macedonia,2022,80.44703
,Northern Africa and Western Asia (SDG),2000,66.55517
,Northern Africa and Western Asia (SDG),2001,66.64198
,Northern Africa and Western Asia (SDG),2002,67.01415
,Northern Africa and Western Asia (SDG),2003,67.43754
,Northern Africa and Western Asia (SDG),2004,67.87031
,Northern Africa and Western Asia (SDG),2005,68.49789
,Northern Africa and Western Asia (SDG),2006,69.2775
,Northern Africa and Western Asia (SDG),2007,70.13754
,Northern Africa and Western Asia (SDG),2008,70.90767
,Northern Africa and Western Asia (SDG),2009,71.59604
,Northern Africa and Western Asia (SDG),2010,72.304375
,Northern Africa and Western Asia (SDG),2011,72.908875
,Northern Africa and Western Asia (SDG),2012,73.41792
,Northern Africa and Western Asia (SDG),2013,73.88018
,Northern Africa and Western Asia (SDG),2014,74.32687
,Northern Africa and Western Asia (SDG),2015,74.84512
,Northern Africa and Western Asia (SDG),2016,75.39509
,Northern Africa and Western Asia (SDG),2017,75.95083
,Northern Africa and Western Asia (SDG),2018,76.25633
,Northern Africa and Western Asia (SDG),2019,76.56567
,Northern Africa and Western Asia (SDG),2020,76.8232
,Northern Africa and Western Asia (SDG),2021,76.81537
,Northern Africa and Western Asia (SDG),2022,76.90275
MNP,Northern Mariana Islands,2000,82.02754
MNP,Northern Mariana Islands,2001,82.20466
MNP,Northern Mariana Islands,2002,82.381775
MNP,Northern Mariana Islands,2003,82.55888
MNP,Northern Mariana Islands,2004,83.12269
MNP,Northern Mariana Islands,2005,83.688156
MNP,Northern Mariana Islands,2006,84.25527
MNP,Northern Mariana Islands,2007,84.82404
MNP,Northern Mariana Islands,2008,85.39447
MNP,Northern Mariana Islands,2009,85.96655
MNP,Northern Mariana Islands,2010,86.54029
MNP,Northern Mariana Islands,2011,87.115685
MNP,Northern Mariana Islands,2012,87.69273
MNP,Northern Mariana Islands,2013,88.27144
MNP,Northern Mariana Islands,2014,88.85181
MNP,Northern Mariana Islands,2015,89.43382
MNP,Northern Mariana Islands,2016,89.84742
MNP,Northern Mariana Islands,2017,90.2433
MNP,Northern Mariana Islands,2018,90.639175
MNP,Northern Mariana Islands,2019,90.639175
MNP,Northern Mariana Islands,2020,90.639175
MNP,Northern Mariana Islands,2021,90.639175
MNP,Northern Mariana Islands,2022,90.639175
NOR,Norway,2000,99.90883
NOR,Norway,2001,99.90883
NOR,Norway,2002,99.90883
NOR,Norway,2003,99.85454
NOR,Norway,2004,99.800255
NOR,Norway,2005,99.745964
NOR,Norway,2006,99.69168
NOR,Norway,2007,99.6374
NOR,Norway,2008,99.58311
NOR,Norway,2009,99.528824
NOR,Norway,2010,99.47454
NOR,Norway,2011,99.42025
NOR,Norway,2012,99.36597
NOR,Norway,2013,99.31168
NOR,Norway,2014,99.25739
NOR,Norway,2015,99.20311
NOR,Norway,2016,99.14882
NOR,Norway,2017,99.094536
NOR,Norway,2018,99.040245
NOR,Norway,2019,98.98596
NOR,Norway,2020,98.93168
NOR,Norway,2021,98.877396
NOR,Norway,2022,98.82311
OMN,Oman,2000,83.89832
OMN,Oman,2001,83.89375
OMN,Oman,2002,83.889175
OMN,Oman,2003,83.8846
OMN,Oman,2004,83.957375
OMN,Oman,2005,84.32566
OMN,Oman,2006,84.69062
OMN,Oman,2007,85.05205
OMN,Oman,2008,85.40998
OMN,Oman,2009,85.76402
OMN,Oman,2010,86.11467
OMN,Oman,2011,86.56857
OMN,Oman,2012,87.09616
OMN,Oman,2013,87.60554
OMN,Oman,2014,88.09872
OMN,Oman,2015,88.575356
OMN,Oman,2016,89.036385
OMN,Oman,2017,89.47487
OMN,Oman,2018,89.8931
